date,text,rating,translated_text
2022-08-28,terbaik,5,terbaik
2020-09-05,"Can not air play to apple tv
And there is no apple tv app",1,"Tidak dapat diputar ke apple tv
Dan tidak ada aplikasi apple tv"
2020-09-24,Tidak berkualitas dan sangat mengecewakan. Gak lagi lagi gue berlangganan kalau nanti dah abis,1,Tidak berkualitas dan sangat mengecewakan. Gak lagi lagi gue berlangganan kalau nanti dah abis
2020-09-13,"Saya pengguna apple tv, tolong dibuatkan jg di TvOS.. 🙏🏻",4,"Saya pengguna apple tv, tolong dibuatkan jg di TvOS.. 🙏🏻"
2020-09-13,No English subtitles. Disappointing...,2,Tidak ada teks bahasa Inggris. Mengecewakan...
2020-09-05,"Min mau kasih masukan, Untuk update aplikasi selanjutnya kalau bisa pilihan ‘Go to Downloads’ biar keluar min pilihannya, soalnya kalau kita lagi gak online gak bisa nonton film yang sudah kita download min",4,"Min mau kasih masukan, Untuk update aplikasi selanjutnya kalau bisa pilihan ‘Go to Downloads’ biar keluar min pilihannya, soalnya kalau kita lagi gak online gak bisa nonton film yang sudah kita download min"
2020-12-20,Bisa menikmati film-film keren dalam kualitas gambar dan suara yg dasyat...terima kasih Disney +hotstar,5,Bisa menikmati film-film keren dalam kualitas gambar dan suara yg dasyat...terima kasih Disney +hotstar
2020-09-10,"honestly tho it would be much better if they added more seasons to the series especially the old ones. like wizards of waverly place, i was expecting it to have all seasons but it’s just one on this app. It’s alsoo worth it to watch soo many movies and series for 39k a month 😍",5,"sejujurnya akan jauh lebih baik jika mereka menambahkan lebih banyak season ke serial ini terutama yang lama. seperti penyihir dari tempat yang goyah, saya mengharapkannya memiliki semua musim tetapi hanya satu di aplikasi ini. Menonton begitu banyak film dan serial seharga 39rb sebulan juga sangat berharga 😍"
2022-08-17,Banyakin drama korea,4,Banyakin drama korea
2020-12-19,This new update have a bug. I can’t cast movie to Chromecast anymore. Please fix,1,Pembaruan baru ini memiliki bug. Saya tidak dapat lagi mentransmisikan film ke Chromecast. Tolong perbaiki
2022-10-14,"whenever i logged in my disney to a device, it always asking for a 4 digit code that wont appear in the message",1,"setiap kali saya masuk ke Disney saya ke suatu perangkat, perangkat selalu meminta kode 4 digit yang tidak akan muncul di pesan"
2020-10-13,"Sudah ios terbaru, app terbaru tetep ga bisa rugi saya bintang satu dulu kalau dah bisa baru bintang 5",1,"Sudah ios terbaru, app terbaru tetep ga bisa rugi saya bintang satu dulu kalau dah bisa baru bintang 5"
2022-05-14,Tolong direspon email saya perihal request pembatalan berlanganan. Sampai saat ini tidak ada feedback,1,Tolong direspon email saya perihal request pembatalan berlanganan. Sampai saat ini tidak ada feedback
2020-10-08,"Andaikan Aplikasi bisa menyesuaikan tampilan pada Tablet, sepertinya akan semakin menyenangkan. Repot muter-mutwr tablet yang sekarang. Semoga segera update",4,"Andaikan Aplikasi bisa menyesuaikan tampilan pada Tablet, sepertinya akan semakin menyenangkan. Repot muter-mutwr tablet yang sekarang. Semoga segera update"
2020-09-06,"Is there a casting button in this version? The website says we can cast to tv, but can’t find one.",3,"Apakah ada tombol casting di versi ini? Situs web menyatakan kami dapat mentransmisi ke TV, tetapi tidak dapat menemukannya."
2020-09-05,Harganya bersahabat banget kontennya juga berkualitas best lah disney+,5,Harganya bersahabat banget kontennya juga berkualitas best lah disney+
2022-07-31,Tidak ada sms datang,1,Tidak ada sms datang
2020-09-05,"Apk nya bagus banget,ada fitur tonton gratis nya,banyak serial,dll

Thanks Disney😘",5,"Apk nya bagus banget,ada fitur tonton gratis nya,banyak serial,dll

Thanks Disney😘"
2022-03-04,OTP code took forever to arrive,2,Kode OTP butuh waktu lama untuk sampai
2020-09-06,Blm bisa airplay/ mirroring ke Apple TV..,2,Blm bisa airplay/ mirroring ke Apple TV..
2022-08-24,I didnt get code verification,1,Saya tidak mendapatkan verifikasi kode
2020-12-04,"very awful, could not download. pls repair",1,"sangat buruk, tidak dapat mengunduh. tolong diperbaiki"
2020-09-08,Suka banget 😍😍😍,5,Suka banget 😍😍😍
2020-12-06,Please add to instagram feature,5,Silakan tambahkan ke fitur instagram
2020-09-06,"Can’t be connected to tv using adapter, detected as screen recording. Only want to see it on bigger screen, why can’t be connected.....why oh why...???",3,"Tidak dapat tersambung ke TV menggunakan adaptor, terdeteksi sebagai rekaman layar. Hanya ingin melihatnya di layar lebih besar, kenapa tidak bisa terkoneksi.....kenapa oh kenapa...???"
2020-10-31,"Everytime i downloaded something and goes offline it won’t show, they don’t even have us go to the downloaded section when we’re offline 👎👎👎",2,"Setiap kali aku mengunduh sesuatu dan offline, itu tidak muncul, mereka bahkan tidak menyuruh kita membuka bagian unduhan saat offline 👎👎👎"
2022-04-28,"pla
ease fix this issue. i'm using ip11",2,"hal
kemudahan memperbaiki masalah ini. saya menggunakan ip11"
2020-12-27,This app stuck at logo an Nothing happen(freeze)... thanks and fit it!!!,1,Aplikasi ini macet di logo dan Tidak terjadi apa-apa (membekukan)... terima kasih dan cocokkan !!!
2022-03-24,"Bad conectivity, bad when downloading film always error or stuck when play downloaded film. Far from Disney quality.",1,"Konektivitas buruk, buruk saat mendownload film selalu error atau macet saat memutar film yang diunduh. Jauh dari kualitas Disney."
2020-09-06,Tolong tambahkan pilihan subtitle pada animation series nya dan juga tolong tambahkan untuk pilihan dark mode 😢🙏🏻,3,Tolong tambahkan pilihan subtitle pada animation series nya dan juga tolong tambahkan untuk pilihan dark mode 😢🙏🏻
2022-03-13,"I’d like to watch the cartoon movies with my 3 little nephews and 4 little nieces on larger screen, projector. It’s connected succesfully with the projector but when playing the movies it suddenly stops saying recording cable detected and will not run until it’s unplugged, oh come on, we just want to watch cartoons together, do not want to record anything… you know, it’s very uncomfortable watching with kids using phone.",4,"Saya ingin menonton film kartun bersama 3 keponakan kecil saya dan 4 keponakan kecil saya di layar yang lebih besar, proyektor. Berhasil terkoneksi dengan proyektor tapi saat memutar film tiba-tiba berhenti mengatakan kabel rekaman terdeteksi dan tidak akan berjalan sampai dicabut, oh ayolah, kami hanya ingin menonton film kartun bersama, tidak ingin merekam apa pun… lho, sangat tidak nyaman menonton bersama anak-anak menggunakan ponsel."
2020-09-04,I can’t login through apps. Always incorrect code even the number is same. Please fix this.,1,Saya tidak bisa masuk melalui aplikasi. Kode selalu salah walaupun nomornya sama. Tolong perbaiki ini.
2022-05-10,"This app is quite good,but some bugs need to be fixed,especially when you wanna change the episodes in some movie ,it feels laggy and sometime crashed,9/10",4,"Aplikasi ini cukup bagus, tetapi beberapa bug perlu diperbaiki, terutama ketika Anda ingin mengubah episode di beberapa film, terasa lamban dan terkadang crash, 9/10"
2022-06-25,"Pas di luar negeri, langsung gak bisa pakai. Mantap 👎👎👎👎👎",1,"Pas di luar negeri, langsung gak bisa pakai. Mantap 👎👎👎👎👎"
2022-12-23,Keren,5,Keren
2022-06-25,😭whoever works on the login / otp menu needs to have 1 on 1 with the management - its so bad i havent received my otp for a week 😭😭😭,2,😭siapa pun yang bekerja di menu login/otp harus 1 lawan 1 dengan manajemen - sayang sekali saya belum menerima otp saya selama seminggu 😭😭😭
2020-09-05,"The apps have so much potential.. The movies are top notch and most of top box office are available here.. 

Btw when is Mulan gonna shows up at Indonesian viewer? I already subs for annually.",5,"Aplikasinya punya banyak potensi.. Film-filmnya terbaik dan sebagian besar film box office terbaik tersedia di sini.. 

Btw kapan Mulan tayang di viewer Indonesia? Saya sudah berlangganan setiap tahunnya."
2020-09-04,"Kode verivikasi yg dimasukkan salah terus, pdhl udh bener:”",4,"Kode verivikasi yg dimasukkan salah terus, pdhl udh bener:”"
2022-11-11,wkwk tbtb ke logout sendiri trs udh bayar yg setahun pas login gabisa ? bye bgt either ada yg hack atau gmn tapi rugi subs 1 tahun,1,wkwk tbtb ke logout sendiri trs udh bayar yg setahun pas login gabisa ? bye bgt either ada yg hack atau gmn tapi rugi subs 1 tahun
2020-09-13,"Its a great app with lots of movie selections, please make an option for tv casting available. Hopefully it will be added in the next update.",4,"Ini adalah aplikasi hebat dengan banyak pilihan film, harap sediakan opsi untuk transmisi TV. Semoga dapat ditambahkan pada update selanjutnya."
2020-12-28,Good app but please add a feature like if you close the app there a small screen so you can watch it while doing something on your device just like Netflix and please add dog with a blog,3,"Aplikasi bagus tapi tolong tambahkan fitur seperti jika Anda menutup aplikasi, ada layar kecil sehingga Anda dapat menontonnya sambil melakukan sesuatu di perangkat Anda seperti Netflix dan tambahkan anjing dengan blog"
2022-12-02,Tolong buat versi mac juga,4,Tolong buat versi mac juga
2020-09-10,"Udh bayar via telkomsel *363*999#,udh kepotong pulsa 25k,tapi kok paketnya g aktif?",1,"Udh bayar via telkomsel *363*999#,udh kepotong pulsa 25k,tapi kok paketnya g aktif?"
2020-12-05,Terimakasih,5,Terimakasih
2020-09-09,"Duh, untung saya baca review mbasis n masbri disini.. hampir saya subs yg 1 thn...",1,"Duh, untung saya baca review mbasis n masbri disini.. hampir saya subs yg 1 thn..."
2022-09-24,Ejen ali tidak ada seson sambung,2,Ejen ali tidak ada seson sambung
2022-09-19,"Its been years and this app still have no essential features such as dark mode features, picture in picture (play in background).",1,"Sudah bertahun-tahun dan aplikasi ini masih belum memiliki fitur penting seperti fitur mode gelap, gambar dalam gambar (bermain di latar belakang)."
2020-10-02,Akhirnya keluar di Apple TV. Pulang kerja langsung nonton mandalorian deh. Oiya bikin fitur share ke Instagram story dong kaya netflix,5,Akhirnya keluar di Apple TV. Pulang kerja langsung nonton mandalorian deh. Oiya bikin fitur share ke Instagram story dong kaya netflix
2022-01-01,I already download it but I can’t played it in airplane mode!,1,Saya sudah mendownloadnya tetapi saya tidak bisa memainkannya dalam mode pesawat!
2020-11-30,"You guys need to be more serious in dealing with your customer
- Slow response on customer care email
- robotic response without ever pay attention to previous email

Very very bad experience. Consider yourself losing a customer. Canceling my subscription",1,"Kalian harus lebih serius dalam menangani pelanggan kalian
- Respon lambat pada email layanan pelanggan
- respon robotik tanpa pernah memperhatikan email sebelumnya

Pengalaman yang sangat sangat buruk. Bayangkan diri Anda kehilangan pelanggan. Membatalkan langganan saya"
2022-08-22,"The contents are bingeworthy, congrats on that. But technically the experience is not seamless - i.e jumping into automatic next episodes before the episode ends, that is really annoying because it jumps at crucial moments. Please add English subtitle on contents that are originally in English. Lastly, why can’t I watch Disney content when I’m traveling abroad?? I’m paying to watch to content and I can’t even watch what I have downloaded?",4,"Isinya layak untuk dinikmati, selamat atas hal itu. Namun secara teknis pengalamannya tidak mulus - yaitu melompat ke episode otomatis berikutnya sebelum episode berakhir, itu sangat menjengkelkan karena melompat pada momen-momen krusial. Silakan tambahkan subtitle bahasa Inggris pada konten yang aslinya dalam bahasa Inggris. Terakhir, mengapa saya tidak bisa menonton konten Disney saat bepergian ke luar negeri?? Saya membayar untuk menonton konten dan saya bahkan tidak dapat menonton apa yang telah saya unduh?"
2020-09-05,Mantap!! Bukan hanya film disney doang tapi juga ada film lokal. Sempet ada issue di perolehan kuota tapi langsung solved. Sukses selalu 👍🏻,5,Mantap!! Bukan hanya film disney doang tapi juga ada film lokal. Sempet ada issue di perolehan kuota tapi langsung solved. Sukses selalu 👍🏻
2020-12-08,Gk bisa berhenti berlangganan,1,Gk bisa berhenti berlangganan
2020-10-24,we need dark mode,5,kita membutuhkan mode gelap
2022-01-23,please add some features like double tap to fast forward like on ntflx/utube,4,silakan tambahkan beberapa fitur seperti ketuk dua kali untuk maju cepat seperti di netflix/youtube
2020-09-05,Senang banget bisa nonton film dan serial Disney secara resmi! Kualitasnya bagus!,5,Senang banget bisa nonton film dan serial Disney secara resmi! Kualitasnya bagus!
2020-09-06,"Clear visual, smooth performance, and I can continue to watch my favorite serial again in here legally - Blackish 🙂",5,"Visual jernih, performa lancar, dan saya bisa terus menonton serial favorit saya lagi di sini secara legal - Blackish 🙂"
2020-09-04,"Untuk menonton di HP sangat bagus. Tidak kalah dari Netflix atau YouTube. Namun sayangnya aplikasi ini tidak mendukung cast ke Google Chromecast. Padahal aplikasi sejenis lainnya mendukung, seperti Netflix dan YouTube. Tolong ditambahkan fitur agar dapat cast ke Google Chromecast.",2,"Untuk menonton di HP sangat bagus. Tidak kalah dari Netflix atau YouTube. Namun sayangnya aplikasi ini tidak mendukung cast ke Google Chromecast. Padahal aplikasi sejenis lainnya mendukung, seperti Netflix dan YouTube. Tolong ditambahkan fitur agar dapat cast ke Google Chromecast."
2020-09-04,"Saat hendak login menerima kode verifikasi melalui sms. Tapi setelah kode diinput dan klik “continue” malah tidak bisa. 
Responnya kode verifikasi incorect",5,"Saat hendak login menerima kode verifikasi melalui sms. Tapi setelah kode diinput dan klik “continue” malah tidak bisa. 
Responnya kode verifikasi incorect"
2020-09-19,Tolong disediakan untuk Apple TV.,5,Tolong disediakan untuk Apple TV.
2022-07-30,Error and lags,4,Kesalahan dan kelambatan
2020-09-14,"Hi !
I love the app, but unfortunately the app is for iPhone (or iPad) only.
would you make it to be available on apple TV too?
Please.",4,"Hai !
Saya suka aplikasinya, tapi sayangnya aplikasi ini hanya untuk iPhone (atau iPad).
apakah Anda akan membuatnya tersedia di apple TV juga?
Silakan."
2022-05-06,gabisa fitur pip nya di ipad maupun di iphone😭😭,4,gabisa fitur pip nya di ipad maupun di iphone😭😭
2020-09-04,Tidak bisa casting melalui chromecast. sms OTP tidak diterima,2,Tidak bisa casting melalui chromecast. sms OTP tidak diterima
2020-09-28,"There is no subtitle option on my iphone 7 plus, and still no dark mode updates. Fix this and i will rewrite my review, thanks",1,"Tidak ada opsi subtitle di iPhone 7 plus saya, dan masih belum ada pembaruan mode gelap. Perbaiki ini dan saya akan menulis ulang ulasan saya, terima kasih"
2020-10-05,lack Match content framerate and dynamic range on Apple TV. please add them on future release.,3,kekurangan Cocokkan framerate konten dan rentang dinamis di Apple TV. silakan tambahkan pada rilis mendatang.
2020-09-06,No chromecast support,3,Tidak ada dukungan chromecast
2022-01-21,"Parah banget mau nyambungin ke tv susah, dibilang record app, subtitle jadi kacau.",1,"Parah banget mau nyambungin ke tv susah, dibilang record app, subtitle jadi kacau."
2020-12-13,"kenapa koneksinya suka error? padahal seharusnya lancar lancar aja, dan juga udah coba download filmnya tetep buffering error gatau kenapa padahal udah di download",1,"kenapa koneksinya suka error? padahal seharusnya lancar lancar aja, dan juga udah coba download filmnya tetep buffering error gatau kenapa padahal udah di download"
2022-01-13,The OTP CODE really takes forever dude c’mon….,4,KODE OTPnya lama banget sob….
2022-09-28,Kenapa jadi berbayar semua. Sampai film yang pernah di tonton juga berbayar. Sangat mengecewakan 🤬🤬🤬😡😡😡,1,Kenapa jadi berbayar semua. Sampai film yang pernah di tonton juga berbayar. Sangat mengecewakan 🤬🤬🤬😡😡😡
2022-06-23,setiap mau download naik 1% aja bisa 4 jam padahal jaringan bagus pake wifi sampe pake internet sendiri bener bener sampe habis 4 gb satu video gara gara gagal terus setiap mau download,2,setiap mau download naik 1% aja bisa 4 jam padahal jaringan bagus pake wifi sampe pake internet sendiri bener bener sampe habis 4 gb satu video gara gara gagal terus setiap mau download
2022-07-01,Saya sudah download ketika mau login masukan no hp kode verifikasi tidak terkirim ke hp saya padahal jaringan sdh 5G 👎unistall apk 👎,1,Saya sudah download ketika mau login masukan no hp kode verifikasi tidak terkirim ke hp saya padahal jaringan sdh 5G 👎unistall apk 👎
2020-09-05,"movies and series cant be mirrored from iphone to apple tv, but trailers can be mirrored just fine. Please fix this bug.",2,"film dan serial tidak dapat dicerminkan dari iPhone ke Apple TV, namun cuplikan dapat dicerminkan dengan baik. Tolong perbaiki bug ini."
2022-04-15,I can't seem to get my OPT password upon registering.,1,Sepertinya saya tidak bisa mendapatkan kata sandi OPT saya saat mendaftar.
2020-09-25,"No airplay, screen mirroring or smart tv app??
Watching on phone or ipad is tiring! Please make it available for screen mirroring at least. Dont make our subscription such a waste",5,"Tidak ada pemutaran, pencerminan layar, atau aplikasi TV pintar??
Menonton di ponsel atau iPad memang melelahkan! Harap sediakan setidaknya untuk pencerminan layar. Jangan jadikan langganan kami sia-sia"
2020-11-01,Really enjoy all the movies:),5,Sangat menikmati semua filmnya :)
2020-11-27,"No English subtitle available, but shelling out soulless local dubs instead. The hell are they thinking?",1,"Tidak ada subtitle bahasa Inggris yang tersedia, tetapi gunakan sulih suara lokal yang tidak berjiwa. Apa yang mereka pikirkan?"
2022-06-27,Everything is Good but what happen with The apps icon?,5,Semuanya baik-baik saja tetapi apa yang terjadi dengan ikon aplikasi?
2020-09-04,"Luar biasa film-film nya emang yg kita suka semuanya, bukan film-film ga jelas, top dahhh 👍🏼👍🏼👍🏼👍🏼👍🏼",5,"Luar biasa film-film nya emang yg kita suka semuanya, bukan film-film ga jelas, top dahhh 👍🏼👍🏼👍🏼👍🏼👍🏼"
2022-07-04,"Please fix, I can’t choose the time video play, it’s like bug and it makes the quality of the platform go to low",2,"Tolong diperbaiki, saya tidak bisa memilih waktu pemutaran video, seperti bug dan membuat kualitas platform menjadi rendah"
2020-10-03,please add english subtitles,3,tolong tambahkan subtitle bahasa inggris
2022-11-30,"Ga bisa download episode belakangan ini, terutama Grey’s Anatomy. Kenapa ya?",3,"Ga bisa download episode belakangan ini, terutama Grey’s Anatomy. Kenapa ya?"
2020-09-15,Tlg buatin aplikasinya untuk LG smart tv. Biar ga ribet.,2,Tlg buatin aplikasinya untuk LG smart tv. Biar ga ribet.
2020-10-10,Should’ve add some options like removing movies that we hate.,5,Seharusnya menambahkan beberapa opsi seperti menghapus film yang kita benci.
2022-12-18,"please stop redirect to specific movie when open app, who have this idea?? its make worst user experience smh. most annoying",3,"tolong hentikan pengalihan ke film tertentu saat membuka aplikasi, siapa yang punya ide ini?? itu membuat pengalaman pengguna terburuk. paling menjengkelkan"
2020-09-05,"“Oops something went wrong, try again” been trying for hours and hours now. Geez ... if you’re not ready, don’t launch the app",1,"“Ups, ada yang tidak beres, coba lagi” telah dicoba selama berjam-jam hingga sekarang. Ya ampun…kalau belum siap, jangan luncurkan aplikasinya"
2022-12-03,"Ini kode OTP nya kok dikirim kaya nomer biasa gtuh ya ? Biasa nya kan kalo ngirim kode OTP app lainnya nomer perusaha an jadi masuk sms nya tuh nama perusahaan bukan nomer kaya nomer biasa, jadi nya ragu-ragu buat login",1,"Mengapa kode OTP ini dikirimkan seperti nomor biasa? Itu normal, bukan? Kalau kirim kode OTP aplikasi lain, nomor perusahaan yang masuk di sms, itu nama perusahaan, bukan nomor biasa, jadi saya ragu untuk login."
2020-09-05,Error saat mirroring ke tv,3,Error saat mirroring ke tv
2022-04-21,gabisa download apa gimana ini,3,gabisa download apa gimana ini
2020-09-10,"I have ever 7 times downloaded this application, but why was installing in India version not on Indonesia version?",1,"Saya pernah 7 kali mendownload aplikasi ini, tapi kenapa yang menginstal di versi India bukan versi Indonesia?"
2020-12-15,Dibanyakin dong film disney dan fantasy nya cape nyari nyari film ga ada yg dapat,1,Dibanyakin dong film disney dan fantasy nya cape nyari nyari film ga ada yg dapat
2022-06-25,"Mau pk wifi super kenceng ato jaringan no wahid ktnya gada kendala, ttp aja srg ngelag n muter2 mulu. Kesel jd nntn keganggu banget.",1,Mau pakai WiFi super cepat atau jaringan tunggal ada kendala tapi lambat dan lemot mainnya. Saya sangat kesal sehingga saya sangat terganggu.
2020-10-22,ABSOLUTELY TRASH,1,BENAR-BENAR SAMPAH
2020-09-26,Mantap surantap,5,Mantap surantap
2020-09-07,"Can we cast disney+ to tv with chrome cast? I once saw the button on the apps, but now there is no cast button",2,"Bisakah kita mentransmisikan disney+ ke TV dengan chrome cast? Saya pernah melihat tombol di aplikasi, tapi sekarang tidak ada tombol cast"
2022-07-11,"Streaming any TV Shows or Movies often lags and my WiFi is fast (Amazon Prime, YouTube, Netflix, HBO never had any connection issues at best video quality). 

Don't fix app UI, for now, prioritise repair and upgrade on your server, so we all can enjoy streaming at Disney Hotstar.",4,"Streaming Acara TV atau Film apa pun sering kali lambat dan WiFi saya cepat (Amazon Prime, YouTube, Netflix, HBO tidak pernah mengalami masalah koneksi apa pun pada kualitas video terbaik). 

Jangan perbaiki UI aplikasi, untuk saat ini prioritaskan perbaikan dan upgrade pada server Anda, agar kita semua bisa menikmati streaming di Disney Hotstar."
2020-09-08,"Harganya mendukung, murah. Aplikasi bagus. Tapi kok film mulan gak di release ya?",5,"Harganya mendukung, murah. Aplikasi bagus. Tapi kok film mulan gak di release ya?"
2022-09-17,"paling susah vertifikasi nmr hp,percuma udah langganan tapi gabisa masuk",2,"paling susah vertifikasi nmr hp,percuma udah langganan tapi gabisa masuk"
2020-09-13,"Even though its a different app from US. I think the app is pretty solid, without much bugs. The price is reasonable, but the library also not too huge so its fair. Need to add device mainly Apple TV. IOS user will mainly watch on TV via Apple TV. Also when playing the logo disney+ on top is rather annoying. Preferable no logo or UI when playing for more immerse experience (like Netflix). Keep it up!!",5,"Meskipun aplikasinya berbeda dari AS. Menurut saya aplikasinya cukup solid, tanpa banyak bug. Harganya masuk akal, tapi perpustakaannya juga tidak terlalu besar jadi lumayan. Perlu menambahkan perangkat terutama Apple TV. Pengguna iOS sebagian besar akan menonton di TV melalui Apple TV. Juga saat memutar logo disney+ di atas agak mengganggu. Sebaiknya tidak ada logo atau UI saat bermain untuk pengalaman yang lebih mendalam (seperti Netflix). Lanjutkan kerja baikmu!!"
2020-11-08,Kak nanti sy kasih bintang 5 kalau film radha krishna ada season 2 dan seterusnya 🙏🏻🙏🏻 pliss yah kak,3,Kak nanti sy kasih bintang 5 kalau film radha krishna ada season 2 dan seterusnya 🙏🏻🙏🏻 pliss yah kak
2020-11-06,I can’t watch anything,1,Saya tidak bisa menonton apa pun
2022-01-02,download for watching snowdrop kim jisoo,5,unduh untuk menonton tetesan salju kim jisoo
2022-06-24,It suck,1,Itu menyebalkan
2020-09-11,Dark mode,4,Mode gelap
2022-02-04,"Overall the app is so good but idk why is it so hard to get the otp code, I want to link my acc to another device but struggling with this.",3,"Secara keseluruhan aplikasinya sangat bagus tetapi saya tidak tahu mengapa sangat sulit mendapatkan kode otp, saya ingin menautkan akun saya ke perangkat lain tetapi kesulitan dengan ini."
2022-08-09,Had to kill app many times just to get the app loading. Every click resulted in frozen screen. Annoying 21+ acknowledgment for every damn episode. Do better.,2,Harus mematikan aplikasi berkali-kali hanya untuk memuat aplikasi. Setiap klik menghasilkan layar beku. Pengakuan 21+ yang menjengkelkan untuk setiap episode sialan. Lakukan lebih baik.
2022-10-30,"Kode konfirmasinya dibenerin dulu goblok, ditunggu sejam kaga muncul babi",1,"Kode konfirmasinya dibenerin dulu goblok, ditunggu sejam kaga muncul babi"
2020-09-04,"Very appreciate, finally Disney+ arrived in Indonesia. Please add support to tvOS so appleTV user can enjoy it on a big screen, since its already available on androidTV as well.",5,"Apresiasi sekali, akhirnya Disney+ hadir di Indonesia. Harap tambahkan dukungan ke tvOS sehingga pengguna appleTV dapat menikmatinya di layar besar, karena sudah tersedia di AndroidTV juga."
2020-10-04,"Filmnya banyak banget, cuma kurang di tambah film indonya di update lagi film2 terbarunya oberall suka banget 😬",5,"Filmnya banyak banget, cuma kurang di tambah film indonya di update lagi film2 terbarunya oberall suka banget 😬"
2022-01-23,Susah banget kalo login via web,3,Susah banget kalo login via web
2022-03-24,I don't have money dumbass,4,"Aku tidak punya uang, bodoh"
2020-09-08,"Sangat dinanti karena Konten DISNEY, That’s it, namun kenapa tidak bisa Airplay... 😟 Atau tolong buatkan aplikasi untuk APPLE TV Secepatnyaaa 🙏🏻🙏🏻🙏🏻 🙁🙁 makasiih",5,"Sangat dinanti karena Konten DISNEY, That’s it, namun kenapa tidak bisa Airplay... 😟 Atau tolong buatkan aplikasi untuk APPLE TV Secepatnyaaa 🙏🏻🙏🏻🙏🏻 🙁🙁 makasiih"
2022-02-03,This app is really bad 👎 Playback error keep occurred when I want to play the download videos.. since my internet connection is quite slow I usually download the movies I want to watch first then watch it later after download is completed.  But this error keep happening so the download function is really useless.,1,Aplikasi ini jelek banget 👎 Kesalahan pemutaran terus terjadi ketika saya ingin memutar video unduhan.. karena koneksi internet saya cukup lambat biasanya saya mengunduh film yang ingin saya tonton terlebih dahulu baru menontonnya nanti setelah unduhan selesai.  Namun error ini terus terjadi sehingga fungsi download benar-benar tidak berguna.
2022-01-07,Udah bayar nih gw sinyal kenceng masa iya buffering terus!!,1,Udah bayar nih gw sinyal kenceng masa iya buffering terus!!
2022-12-28,"After download the app and open. Here what happen :
1. Bug on seacrh btn, keyboard doesn’t show
2. Freeze app, I can’t even swap to back home",1,"Setelah mengunduh aplikasi dan membukanya. Inilah yang terjadi:
1. Bug pada tombol pencarian, keyboard tidak muncul
2. Bekukan aplikasi, saya bahkan tidak bisa menukar ke rumah"
2020-09-27,Saya ingin memperpanjang satu tahun langganan yang terjadi malah langganan saya jadi ganda alias langganan 3 bulan dan langganan 1 tahun.,1,Saya ingin memperpanjang satu tahun langganan yang terjadi malah langganan saya jadi ganda alias langganan 3 bulan dan langganan 1 tahun.
2020-10-05,"thanks, we can watch from apple tv now. fo next, please make it compatible with AirPods Pro Spatial Audio please",4,"terima kasih, kita bisa menonton dari apple tv sekarang. untuk selanjutnya, harap kompatibel dengan AirPods Pro Spatial Audio"
2020-10-06,Please add DARK MODE please...,5,Tolong tambahkan MODE GELAP...
2022-10-18,"ngk bisa login pake email
solusi",3,"ngk bisa login pake email
solusi"
2022-12-17,Kenapa si selalu gabisa play pake wifi,1,Kenapa si selalu gabisa play pake wifi
2022-02-05,I want to log in the app with my phone number but I can’t get the otp code via SMS/Call even though my phone number is already correct,4,Saya ingin login aplikasi dengan nomor telepon saya tetapi saya tidak bisa mendapatkan kode otp melalui SMS/Telepon padahal nomor telepon saya sudah benar
2022-04-09,Please developer disney+ ios add dark mode,5,Harap pengembang disney+ ios menambahkan mode gelap
2022-10-10,"Kenapa sekarang gak berlangganan lagi sama Telkomsel, biasa nya klo isi paket telkomsel sudah termasuk langganan disney+hotstar 1 bulan…sekarang udah gak bisa lagi, mohon maaf saya turunin bintang jadi bintang 1",1,"Kenapa sekarang gak berlangganan lagi sama Telkomsel, biasa nya klo isi paket telkomsel sudah termasuk langganan disney+hotstar 1 bulan…sekarang udah gak bisa lagi, mohon maaf saya turunin bintang jadi bintang 1"
2022-06-23,Aplikasi gblok otp susah banget dikirim,1,Aplikasi gblok otp susah banget dikirim
2020-09-05,Great collaboration Disney+ and Telkomsel,5,Great collaboration Disney+ and Telkomsel
2020-09-12,App kinda lagging. Could not cast to tv using google chrome cast. Found that in other country this app can be casted to tv. Please update it. Thx,3,Aplikasi agak lambat. Tidak dapat mentransmisi ke TV menggunakan Google Chrome Cast. Menemukan bahwa di negara lain aplikasi ini dapat ditransmisikan ke TV. Harap perbarui. Terima kasih
2020-09-06,Kode OTP ke nomor tujuan tidak masuk menggunakan perangkat ipad,1,Kode OTP ke nomor tujuan tidak masuk menggunakan perangkat ipad
2022-01-15,"Please fix it.

Thank you",3,"Tolong perbaiki.

Terima kasih"
2022-09-11,Tiap 40 detik buffering,2,Tiap 40 detik buffering
2020-09-05,"I downloaded this app and paid the subscription in order to watch the newest mulan, but all i can find in there is only the cartoon version of mulan.. how can i watch the human version of mulan.. i saw some people comment in instagram that mulan can only be seen through the premium app? How can i get the premium app??",3,"Saya mengunduh aplikasi ini dan membayar berlangganan untuk menonton mulan terbaru, tetapi yang dapat saya temukan di sana hanya mulan versi kartun.. bagaimana saya bisa menonton mulan versi manusia.. saya melihat beberapa orang berkomentar di instagram bahwa mulan hanya dapat dilihat melalui aplikasi premium? Bagaimana saya bisa mendapatkan aplikasi premium??"
